Start(s),0.0006204001
Increment(s),2e-07
CH1(V),CH2(V)
1.26,1.24
1.2,1.3
1.26,1.24
1.2,1.3
1.24,1.24
1.2,1.3
1.2,1.3
1.26,1.24
1.2,1.24
1.26,1.3
1.26,1.24
1.2,1.3
1.2,1.24
1.26,1.3
1.2,1.24
1.26,1.3
1.2,1.24
1.26,1.3
1.2,1.3
1.26,1.22
1.26,1.24
1.2,1.3
1.2,1.24
1.26,1.3
1.2,1.24
1.26,1.3
1.26,1.24
1.2,1.3
1.2,1.24
1.26,1.3
1.2,1.24
1.26,1.3
1.26,1.3
1.2,1.22
1.2,1.24
1.26,1.3
1.26,1.3
1.2,1.22
1.2,1.24
1.26,1.3
1.26,1.24
1.2,1.3
1.2,1.24
1.26,1.3
1.2,1.24
1.26,1.3
1.2,1.24
1.26,1.3
1.26,1.24
1.2,1.3
1.24,1.24
1.2,1.3
1.2,1.24
1.26,1.3
1.2,1.24
1.26,1.3
1.2,1.24
1.26,1.3
1.26,1.24
1.2,1.3
1.2,1.24
1.26,1.3
1.2,1.24
1.26,1.3
1.2,1.24
1.26,1.3
1.2,1.24
1.26,1.3
1.26,1.24
1.2,1.3
1.24,1.3
1.2,1.24
1.26,1.24
1.2,1.3
1.2,1.24
1.26,1.3
1.26,1.24
1.2,1.3
1.26,1.28
0,-2.3
1.24,-2.28
1.14,-2.2
1.2,-2.26
1.1,-2.2
1.14,-2.24
1.08,-2.16
1.1,-2.22
1.04,-2.14
1.06,-2.2
1,-2.14
1.04,-2.18
0.96,-2.12
1,-2.16
0.92,-2.1
0.96,-2.1
0.9,-2.14
0.94,-2.08
0.86,-2.14
0.9,-2.12
0.82,-2.06
0.86,-2.1
0.8,-2.04
0.84,-2.08
0.76,-2.04
0.8,-2.08
0.72,-2.02
0.76,-2.06
0.7,-2
0.74,-2.06
0.66,-1.98
0.7,-1.98
0.64,-2.04
0.66,-2.02
0.6,-1.96
0.64,-1.96
0.58,-2
0.62,-2
0.54,-1.94
0.58,-1.98
0.52,-1.92
0.56,-1.98
0.5,-1.92
0.52,-1.96
0.46,-1.9
0.44,-1.94
0.5,-1.9
0.46,-1.94
0.42,-1.88
0.44,-1.92
0.38,-1.86
0.42,-1.92
0.36,-1.86
0.4,-1.9
0.34,-1.86
0.36,-1.9
0.32,-1.84
0.34,-1.88
0.28,-1.82
0.32,-1.88
0.26,-1.82
0.3,-1.82
0.24,-1.86
0.26,-1.86
0.2,-1.8
0.24,-1.84
0.18,-1.78
0.22,-1.78
0.16,-1.84
0.2,-1.82
0.14,-1.76
0.18,-1.82
0.12,-1.76
0.16,-1.8
0.1,-1.74
0.14,-1.8
0.08,-1.74
0.12,-1.78
0.06,-1.74
0.1,-1.78
0.04,-1.72
0.08,-1.72
0.02,-1.78
0.06,-1.76
0,-1.7
0.04,-1.7
-0.02,-1.76
0.02,-1.74
-0.04,-1.68
0,-1.74
-0.06,-1.68
-0.02,-1.72
-0.08,-1.68
-0.04,-1.72
-0.08,-1.66
-0.06,-1.72
-0.12,-1.66
-0.08,-1.66
-0.12,-1.7
-0.1,-1.7
-0.14,-1.64
-0.12,-1.64
-0.16,-1.7
-0.12,-1.68
-0.2,-1.62
-0.14,-1.68
-0.2,-1.62
-0.16,-1.66
-0.22,-1.62
-0.22,-1.66
-0.18,-1.62
-0.2,-1.66
-0.24,-1.6
-0.22,-1.66
-0.28,-1.6
-0.22,-1.64
-0.28,-1.58
-0.24,-1.64
-0.3,-1.58
-0.26,-1.58
-0.3,-1.64
-0.28,-1.62
-0.32,-1.58
-0.28,-1.62
-0.34,-1.56
-0.34,-1.62
-0.3,-1.56
-0.32,-1.56
-0.36,-1.62
-0.32,-1.56
-0.38,-1.6
-0.34,-1.6
-0.4,-1.54
-0.34,-1.54
-0.4,-1.6
-0.36,-1.58
-0.42,-1.54
-0.38,-1.58
-0.42,-1.52
-0.44,-1.58
-0.38,-1.52
-0.4,-1.52
-0.46,-1.58
-0.42,-1.56
-0.48,-1.5
-0.44,-1.56
-0.48,-1.5
-0.44,-1.56
-0.5,-1.5
-0.46,-1.54
-0.5,-1.5
-0.46,-1.5
-0.52,-1.54
-0.48,-1.56
-0.52,-1.48
-0.48,-1.54
-0.54,-1.48
-0.54,-1.54
-0.5,-1.46
-0.5,-1.48
-0.56,-1.52
-0.52,-1.52
-0.58,-1.46
-0.54,-1.46
-0.58,-1.52
-0.54,-1.5
-0.6,-1.46
-0.6,-1.5
-0.54,-1.46
-0.56,-1.5
-0.62,-1.46
-0.56,-1.5
-0.62,-1.44
-0.58,-1.44
-0.62,-1.5
-0.58,-1.44
-0.64,-1.5
-0.6,-1.44
-0.64,-1.5
-0.62,-1.48
-0.66,-1.42
-0.62,-1.48
-0.66,-1.42
-0.62,-1.48
-0.68,-1.42
-0.62,-1.42
-0.68,-1.48
-0.68,-1.42
-0.64,-1.48
-0.66,-1.42
-0.7,-1.46
-0.66,-1.46
-0.72,-1.4
-0.66,-1.46
-0.72,-1.4
-0.68,-1.46
-0.72,-1.4
-0.68,-1.4
-0.74,-1.46
-0.68,-1.44
-0.74,-1.4
-0.7,-1.44
-0.74,-1.4
-0.7,-1.4
-0.76,-1.44
-0.72,-1.44
-0.76,-1.38
-0.72,-1.44
-0.78,-1.38
-0.78,-1.38
-0.72,-1.44
-0.74,-1.42
-0.78,-1.38
-0.78,-1.38
-0.74,-1.44
-0.78,-1.42
-0.74,-1.36
-0.76,-1.38
-0.8,-1.42
-0.8,-1.42
-0.76,-1.36
-0.76,-1.42
-0.82,-1.36
-0.76,-1.36
-0.82,-1.42
-0.78,-1.42
-0.82,-1.36
-0.78,-1.4
-0.84,-1.36
-0.8,-1.36
-0.84,-1.42
-0.84,-1.4
-0.78,-1.36
-0.8,-1.4
-0.86,-1.34
-0.86,-1.36
-0.8,-1.4
-0.86,-1.4
-0.8,-1.34
-0.82,-1.4
-0.86,-1.34
-0.86,-1.4
-0.82,-1.34
-0.82,-1.34
-0.88,-1.4
-0.84,-1.38
-0.88,-1.34
-0.84,-1.38
-0.88,-1.34
-0.84,-1.34
-0.9,-1.38
-0.86,-1.38
-0.9,-1.32
-0.86,-1.38
-0.9,-1.32
-0.9,-1.38
-0.86,-1.32
-0.9,-1.32
-0.86,-1.38
-0.86,-1.32
-0.92,-1.38
-0.88,-1.36
-0.92,-1.32
-0.88,-1.32
-0.92,-1.38
-0.88,-1.32
-0.94,-1.36
-0.94,-1.36
-0.88,-1.32
-0.9,-1.36
-0.94,-1.32
-0.9,-1.32
-0.94,-1.36
-0.9,-1.3
-0.96,-1.38
-0.9,-1.36
-0.96,-1.3
-0.96,-1.36
-0.9,-1.3
-0.92,-1.3
-0.96,-1.36
-0.96,-1.3
-0.92,-1.36
-0.96,-1.3
-0.92,-1.36
-0.94,-1.34
-0.98,-1.3
-0.94,-1.34
-0.98,-1.3
-0.94,-1.34
-0.98,-1.3
-0.94,-1.34
-0.98,-1.3
-0.98,-1.3
-0.94,-1.34
-0.94,-1.34
-1,-1.28
-0.96,-1.34
-1,-1.28
-0.96,-1.34
-1,-1.28
-0.96,-1.34
-1,-1.28
-1,-1.28
-0.96,-1.34
-0.96,-1.28
-1.02,-1.34
-0.96,-1.28
-1.02,-1.34
-1.02,-1.28
-0.96,-1.34
-0.98,-1.28
-1.02,-1.32
-0.98,-1.28
-1.02,-1.34
-1.02,-1.32
-0.98,-1.26
-0.98,-1.28
-1.02,-1.32
-0.98,-1.28
-1.04,-1.32
-0.98,-1.32
-1.04,-1.26
-1.04,-1.32
-0.98,-1.26
-1,-1.32
-1.04,-1.26
-1,-1.32
-1.04,-1.26
-1,-1.32
-1.04,-1.26
-1.04,-1.32
-1,-1.24
-1.04,-1.32
-1,-1.26
-1,-1.32
-1.06,-1.26
-1,-1.26
-1.06,-1.32
-1.02,-1.32
-1.06,-1.26
-1.02,-1.26
-1.06,-1.32
-1.02,-1.32
-1.06,-1.26
-1.02,-1.32
-1.08,-1.26
-1.02,-1.26
-1.06,-1.32
-1.02,-1.26
-1.08,-1.32
-1.08,-1.26
-1.02,-1.32
-1.02,-1.3
-1.08,-1.24
-1.02,-1.3
-1.08,-1.24
-1.04,-1.26
-1.08,-1.32
-1.04,-1.3
-1.08,-1.26
-1.04,-1.3
-1.08,-1.26
-1.08,-1.24
-1.04,-1.32
-1.08,-1.26
-1.04,-1.3
-1.04,-1.24
-1.08,-1.3
-1.08,-1.3
-1.04,-1.24
-1.04,-1.3
-1.1,-1.24
-1.1,-1.3
-1.04,-1.24
-1.06,-1.3
-1.1,-1.24
-1.06,-1.24
-1.1,-1.3
-1.06,-1.3
-1.1,-1.24
-1.06,-1.24
-1.1,-1.3
-1.06,-1.28
-1.1,-1.24
-1.06,-1.24
-1.1,-1.3
-1.1,-1.3
-1.06,-1.24
-1.1,-1.24
-1.06,-1.3
-1.1,-1.24
-1.06,-1.3
-1.1,-1.24
-1.06,-1.3
-1.06,-1.24
-1.12,-1.3
-1.12,-1.28
-1.06,-1.24
-1.12,-1.28
-1.06,-1.24
-1.12,-1.24
-1.06,-1.28
-1.08,-1.3
-1.12,-1.22
-1.08,-1.28
-1.12,-1.24
-1.08,-1.28
-1.12,-1.22
-1.12,-1.28
-1.08,-1.22
-1.08,-1.24
-1.12,-1.28
-1.12,-1.24
-1.08,-1.28
-1.08,-1.28
-1.12,-1.22
-1.12,-1.28
-1.08,-1.22
-1.12,-1.24
-1.08,-1.28
-1.08,-1.28
-1.14,-1.22
-1.12,-1.28
-1.08,-1.22
-1.12,-1.28
-1.08,-1.22
-1.08,-1.28
-1.14,-1.22
-1.1,-1.28
-1.14,-1.22
-1.1,-1.28
-1.14,-1.22
-1.14,-1.28
-1.08,-1.22
